review,category,sub_category
plataforma banking super dificil extrair relatorio conter dar precisar extrair dia dia plataforma bugs dificil identificar transacoes extrato relatorio extrato excel codigo comprovante transacao atrapalhar dia dia,Portal e App,Portal e App
informacao relacionar financeiro,Portal e App,Portal e App
aplicativo incompleto ta fazer login dever mostrar parcelar simulacao,Produtos,Produtos
filtrar indicar vender total dia dia,Produtos,Produtos
portal stone maravilhoso nenhum problema inconsistencia informacao dificil usar antecipacao recebiveis pegar emprestimo ser pagar faturamento migrar contar empresar stone cartao credito,Produtos,Produtos
aplicativo horar colocar senha e-mail,Produtos,Produtos
aplicativo sair login horar ok,Produtos,Produtos
acesso contar por que mudar aparelhar processar falir serio,Produtos,Produtos
abaixar campar descrever pagamento pagar imposto,Produtos,Produtos
top faltar elaborar planar cartao credito cliente pagamento garantir vender credito,Produtos,Produtos
detalhamentos,Produtos,Produtos
atendimento rapido aplicativo poder atualizar rapido,Produtos,Produtos
demorar atualizacao,Produtos,Produtos
nao ve portal vender dia,Produtos,Produtos
e dever aplicativo so contar vender cartao extratos dever faceis acessar tbem dever poser acessado pessoa = socios e casar so acessa celular outro nao conseguir,Produtos,Produtos
conseguir acessar contar celular cadastrar conseguir atualmente porcaria servico maquina alugar,Produtos,Produtos
melhoria aplicativo contar,Produtos,Produtos
portal funcionar direito,Produtos,Produtos
bugamdo aplicativo,Produtos,Produtos
to conseguir abrir,Produtos,Produtos
saldar aplicativo online bater saldar dia seguinte fechamento caixa saldar maquininha,Produtos,Produtos
assistencia rapido eficiente achar claro informacao aplicativo,Produtos,Produtos
facilidade achar poder melhorar dar descontar operacao hoje,Produtos,Produtos
fraco ficar pedir senha direto pra entrar varios tentativo inicio,Produtos,Produtos
demorar saldar,Produtos,Produtos
ni semana ter ficar liberar pra pagar algum pix c precisar recargar d celular que comum,Produtos,Produtos
eficaz emprestimo pra ajudar cliente ta faltar cartao credito,Produtos,Produtos
ajudar comerciante financeiramente pandemia contar stone cartao debito faltar faltar stone liberar cartao credito pro comerciante,Produtos,Produtos
deixar desejar cartar circularizacao ficar disponivel site bruto,Produtos,Produtos
aplicativo ferramente filtrar recebimento futurar periodo importante planejar fluxo caixa,Produtos,Produtos
gostar faltar voce cartao credito parabem equipar stone,Produtos,Produtos
cartao credito cliente,Produtos,Produtos
aplicativo falhar desconecta ficar dar senha errar varios acontecer,Produtos,Produtos
ruim relatorio,Produtos,Produtos
disponibilizar cartao credito pro cliente,Produtos,Produtos
detalhamento recebimento informar vender vender total dificultar,Produtos,Produtos
conseguir entrar contar ficar redefinir senha,Produtos,Produtos
cartao credito empresarial,Produtos,Produtos
falho aplicativo redar maquina ruim taxar acima mercar,Produtos,Produtos
atendimento faltar funcionalidade banco tradicional elogio,Produtos,Produtos
conseguir antecipar valorar link pagamento,Produtos,Produtos
conseguir aplicativo finar semna feriar ir dia normal antecipacao parcial dade escolher aplicativo,Produtos,Produtos
stone fornecer contar continuo controlo entrar sair essal transparencia informacao simples fornecer -sempre restar duvida relacionamento simples dizer hoje manha ter real saldar stone stone depositar contar real ver real dia contar stone real querer conta-corrente planilha poder conferir dia dia nela registrar entrar sair extrato bancario ausencia instrumentar causar problema,Produtos,Produtos
na conseguir contar taxar juro alto,Produtos,Produtos
lancar cartao credito cliente,Produtos,Produtos
dar antecipacao link pagamento,Produtos,Produtos
aplicativo fraco vender cartao alelo alimentacao aparecer ficar dificil controlar,Produtos,Produtos
satifacao,Produtos,Produtos
contar stone poder custo banco digitar next nubank etc,Produtos,Produtos
libertar emprestimo dia aplicativo funcao transferencia,Produtos,Produtos
si ter disponivel estrato contar extensao ofc ofx,Produtos,Produtos
conseguir cartao credito d voce reclamar,Produtos,Produtos
dar noto portal ater necessidade,Produtos,Produtos
servicos recargar,Produtos,Produtos
unico achar cartao credito lojista,Produtos,Produtos
experiencia horrivel varios motivo principalmente mentir pagamento automatico diferente pagamento cartao fisico link pagamento cliente existir diferencar ai passar situacao vender contar receber dinheiro entrar ruim ok,Produtos,Produtos
limitar contar cartao credito,Produtos,Produtos
equipar atendimento educar preparar tecnicamente melhorar aplicativo,Produtos,Produtos
gostar aplicativo adaptar outro simplificar gostar baixar taxar credito parcelar tava ta caro entrar contanto comigo ps emprestimo taxar juro levar consideracao historico,Produtos,Produtos
mostrar individualmente extrato maquinar,Produtos,Produtos
contar relatorio fornecido site detalhar,Produtos,Produtos
aplicativo desativado conter mesmo funcao ferramenta antigo ficar escuro acesso vender emprestimo etc,Produtos,Produtos
acreditar mudanca melhorar mudanca atual ficar ruim melhorar confudir,Produtos,Produtos
melhor controlo precisar ter opcao exportar excel recebido conformar acreditar time capar solucionar rapidez,Produtos,Produtos
stone voce excelente empresar estao parabem faltar seguranca aplicativo,Produtos,Produtos
unificacao portal ficar mau cadastro administrar outro funcionario administrar unificar que acesso vender cadastro por que juntar negativar unificacao aplicativo,Produtos,Produtos
satisfacao relatorio,Produtos,Produtos
stone adaptar concorrente cartao credito linha credito considerar stone bom taxar ineficiente item acima,Produtos,Produtos
cartao contar credito perder descontar mercadoria causar debito,Produtos,Produtos
otimo amar cartao credito,Produtos,Produtos
cartao pre pagar poder credito parcelar,Produtos,Produtos
otimo banco poder checar especial,Produtos,Produtos
gostar utilizar link pagamento utilizar dever prazo recebimento longo aplicativo dever ferramenta controlo confuso controlo realizar planilha separar,Produtos,Produtos
encontrar aplicativo opcao emitir enviar pdf extratos vender ser pix cartao,Produtos,Produtos
achar stone otima ferramenta rusticar ultrapassar conseguir extrato estar indicar boletar ser receber recebimento cartao creditar confuso emissao boleto precaria,Produtos,Produtos
conceito gualidade rapidez resultar podefia rapido clareza,Produtos,Produtos
atendimento maquininha otimos contar digital preciso melhorar preciso dda oferecer linha credito ajudar pequeno empresar governar federal pronampe peac maquininha,Produtos,Produtos
servico stone facilitar dia-a-dia observacao boleto pago facilitar ver nome cliente,Produtos,Produtos
aplicativo satisfazer expectativa,Produtos,Produtos
clareza aplicativo facilidade navegacao clareza antecipacao,Produtos,Produtos
aplicativo pagar telefonar andar carteiro cartao facilitar vidar,Produtos,Produtos
cartao credito empresar emprestimo garantir maquina principalmente pandemia,Produtos,Produtos
stone trabalhar poder beneficios cliente cartao credito acreditar lucrar,Produtos,Produtos
adorar maquina usar maquina mercar pagar por que cartao credito pagar que passar maquina qdo ter cartao credito stone acreditar usar mercar pagar,Produtos,Produtos
banco bon preciso melhorar utilidade facilidade usar contar,Produtos,Produtos
excelente banco melhorar quesito seguranca,Produtos,Produtos
creditar parcelar cliente ifood oferecer,Produtos,Produtos
coisa melhorar aplicativo,Produtos,Produtos
preciso melhorar aplicativo,Produtos,Produtos
cartao contar poder passar debito ajudar,Produtos,Produtos
ta faltar cartao credito,Produtos,Produtos
certo funcionalidade operacao limitar sujeito rejeicao,Produtos,Produtos
dever implantar operacao cartao credito correntista stone,Produtos,Produtos
aparecimento instantaneo atar vender aplicativo hoje demorar atualizacoes mudanca muito facil acompanhar distancia tudo entravar instantaneamente atar vender,Produtos,Produtos
cartao credito liberar limitar emprestimo pra capital girar empresar,Produtos,Produtos
liberar opcao link pagamento planar stone fast,Produtos,Produtos
conseguir colocar dar completo cliente precisar emitir boleto,Produtos,Produtos
experiencia positivo esperar sono cartao credito empresarial,Produtos,Produtos
otimos liberar beneficio pessoa juridico cartao garantir poder liberar cartao credito limitar capital girar,Produtos,Produtos
stone usuario sentir vantagem limitar especial contar cartao credito facilitar dia dia,Produtos,Produtos
dinheiro contar dever abaixar sacar,Produtos,Produtos
precisar cartao credito pre pagar,Produtos,Produtos
principal motivar aplicativo aplicativo concorrente oferecer pag bank c6 bank produto pra agregar aplicativo,Produtos,Produtos
peno possuir cartao,Produtos,Produtos
faltar opcao banco opcao pagar darf dam boletar,Produtos,Produtos
contar desligar pagar darf,Produtos,Produtos
preciso melhorar plataforma boleto lupa   pesquisar nome cliente opcao excluir boleto pra cobranca casar pagar meio atrasar opcao baixo opcao boleto vencer boletar pagar boletar vencer misturar,Produtos,Produtos
importante conseguir pagar contar tributo contar pj fgts darfs guiar inss etc boleto simples aceito unico impedimento migrar totalmente operacao stone contar tradicional pj manter,Produtos,Produtos
usar stone contar inter inter destacar alternativo,Produtos,Produtos
ferramenta gestor auxiliar co tas pagar gestor,Produtos,Produtos
otima maquinar por maquinar disponibilozou cartao creditar coisa,Produtos,Produtos
cartao credito empresarial,Produtos,Produtos
criar controlar perfil acesso contar stone taxar link pagamento igual maquinar aceitar crediario ourocard banco brasil aceitar pagamento maquina cartao fisico dar cartao maquina cartao ficar lento integracao meio pagamento whatsapp,Produtos,Produtos
equipar suportar respostar rapido satisfatorio visto cliente pessoa fisico beneficio cartao credito ligar corretor poder fazer investimento,Produtos,Produtos
aplicativo celular computador diferente ter qie identico,Produtos,Produtos
achar aplicativo dever memorizar contatos pox feito,Produtos,Produtos
ficar gravar dar bancario transferencia,Produtos,Produtos
aplicativo ruim,Produtos,Produtos
pedir colocar modalidaade boletar nao atar,Produtos,Produtos
funcao emissao boleto mau ajudar emissao gestao incrivel stone,Produtos,Produtos
aplicativo efetua pagamento contar codigo barrir darf imposto ter transtornar contar empresar contar,Produtos,Produtos
gostar usa-lo otima digital problema valorar horar comprar,Produtos,Produtos
expectativa melhoria funcionalidade ofertar produto praticidade economia burocracia,Produtos,Produtos
inicio entravar dia recebimento transparente conseguir comprovante precisar conferir gostar visualizar comprovante impresso precisar,Produtos,Produtos
achar dever cartao creditar tradicional pre pagar debitar nao ajudar,Produtos,Produtos
contar digital dinheiro render ir indicar alguem,Produtos,Produtos
aplicativo funcional,Produtos,Produtos
fato realizar liberacao computador acessar contar dever opcao deixar computador liberar acesso determinar pessoa acessaria portao ter senha processar dificultar trabalhar equipar,Produtos,Produtos
faturas gostar pagar consege pagar total fatura cartao credito,Produtos,Produtos
por que banco limitar,Produtos,Produtos
atendimento agil facil acreditar poder mudar funcao aplicativo,Produtos,Produtos
preciso disponibilidade cartao credito cliente,Produtos,Produtos
servico otimo taxar adequar qualidade servico atendimento impecavel melhorar contar bancario repente poder sair banco cartao credito dda contar aplicativo pagamento funcionarios salvar contatos pix contar salvo ted nao pix ser tornar completar substituir banco tradicional,Produtos,Produtos
gerar juro dinheiro parar contar,Produtos,Produtos
aguardar investir bolsar ver contar stone,Produtos,Produtos
contar empresarial muito funcionalidade usuario colaborador permissao agendar pagamento acessar contar permissao usuario master engasgar operacional empresar usar contar contar destas problematico esperar sinceramente voce conseguir evoluir base necessidade empreendedor medio portar,Produtos,Produtos
pedrar aplicativo baguncando dia pagamento,Produtos,Produtos
nao cartao credito,Produtos,Produtos
achar aplicativo confuso,Produtos,Produtos
aplicativo contar intuitivo melhoria feito facilitar usar restante noto,Produtos,Produtos
demorar atualizar ultimo vender,Produtos,Produtos
gostar ter relatorio site vender pix termo acompanhamento diario ajudar area financeiro empresar,Produtos,Produtos
duvida coisa que aplicativo encontrar,Produtos,Produtos
funcao contar aplicativo celular realizar pc,Produtos,Produtos
empresar trabalhar so ta faltar emitir boletar pre datar,Produtos,Produtos
depositar checar,Produtos,Produtos
pontuar acreditar presisam melhorar plataforma contar digital realizar funcao basico banco permitir multi usuario possibilitar empresario terceirizar servico colaborador maquininha principalmente atendimento melhorar mercar melhor,Produtos,Produtos
pra perfazer gostar pagar darf,Produtos,Produtos
poder render contar,Produtos,Produtos
cartao creditar emprestimo ajudar comerciar envestir,Produtos,Produtos
poder haver pagamento cartao diretamente site necessidade gerar boletar pix,Produtos,Produtos
ta faltar cartao credito pj,Produtos,Produtos
dinheiro ficar contar render,Produtos,Produtos
cartao credito,Produtos,Produtos
realidade que deixar desejar efetuamos vender aparecer horar aparecer outro dia conseguir maquina aparecer vender delas discriminar opcao emprestimo maquina que,Produtos,Produtos
contar conseguir pagar pagar nubank,Produtos,Produtos
aparecer aplicativo receber,Produtos,Produtos
aplicativo poder implantar acesso digital ficar digitar senha facilitar dia dia,Produtos,Produtos
funcao credito,Produtos,Produtos
pagamento dda,Produtos,Produtos
cartao passar conseguir pagar qrcode falar atendimento,Produtos,Produtos
gostar experiencia stone direcionada empresar pequeno empresar maior loja trabalhar administrativo sofisticar sofrer ferramenta especificar stone,Produtos,Produtos
aplicativo dever filtrar extrato,Produtos,Produtos
aplicativo completar voltar atender empresar,Produtos,Produtos
acesso dia dia qto receber aplicativo anterior melhor,Produtos,Produtos
atendimento online rapido eficaz unico sugestao poder colocar noto fiscal boletar stone,Produtos,Produtos
equipar stone contar legal muito coisa salvar contatos transferencia pix parar bugar constantemente acesso tecnologico colocar email etc melhor senha pronto cartao debito funcao credito passar nome empresar rsrsrs situacao contar maquina,Produtos,Produtos
gostar achar produto investimento stone,Produtos,Produtos
aplicativo fraco,Produtos,Produtos
voce banco por dinheiro dinheiro banco pagar cartao voce voce oferecer nam cartao credito voce credito cartao voce ganhar credito voce dar rendimento banco ousar diferente santander olhar caro pra cliente,Produtos,Produtos
aplicativo demorar computar vender relatorio impreciso suportar demorar pra responder,Produtos,Produtos
noto contar pago tributo fgts darfs empresar complicar trabalhar,Produtos,Produtos
contar dever render concorrencia nao indicar motivar,Produtos,Produtos
extrato formato ofx contar remunerar,Produtos,Produtos
voce liberar cartao credito pra maquina stone,Produtos,Produtos
cartao credito oferecer linha credito,Produtos,Produtos
liberar cartao credito noto baixo acabar usar nu bank c6,Produtos,Produtos
nenhum investimento internar contar ruim cdi basico,Produtos,Produtos
terum cartao debito linha credito,Produtos,Produtos
recomendar entregar cartao contar demorar atender comprar maquina,Produtos,Maquininha
maquina demorar processar transacao,Maquininha,Maquininha
aplicativo travar,Portal e App,Portal e App
travar problema pra antecipacao notificar informar usar maquina pra emprestimo ser buffet evento cliente pagar valorar alto credito absurdo,Portal e App,Portal e App
aplicativo funcionar,Portal e App,Portal e App
aplicativo instavel entrar falar varios ti/ suportar resolver,Portal e App,Portal e App
viver dia precisar dinheiro comprar mercadoria,Portal e App,Portal e App
atendimento cliente excelente contar deixar indesejar contar problema transferencia pix lento resumir aplicativo horrivel dia conseguir transferencia,Portal e App,Portal e App
apicativo demorar pra abrir e comunicacao descontar mesalida,Portal e App,Portal e App
problema aplicativo,Portal e App,Portal e App
muito instabilidade muito burocracia,Portal e App,Portal e App
instabilidade pagamento pix transferencia,Portal e App,Portal e App
ficar complicar aplicativo,Portal e App,Portal e App
qto preciso nao funcionar,Portal e App,Portal e App
conseguir atualizar senha,Portal e App,Portal e App
dar furar contar resolver,Portal e App,Portal e App
atrasar lancar vender extrato cartao vir credito credito debito ir limitar pagar avistar credito,Portal e App,Portal e App
lentar,Portal e App,Portal e App
instavel,Portal e App,Portal e App
aplicativo,Portal e App,Portal e App
aplicativo preciso melhorar,Portal e App,Portal e App
travar impossivel basear apontamento futuro estao corretos horar somar valorar ja pago outrora zerado complicar,Portal e App,Portal e App
aplicativo problema,Portal e App,Portal e App
confuso valorar vender credito instavel dia mudar valorar,Portal e App,Portal e App
estar conseguir pagamento,Portal e App,Portal e App
ta bufar aplicativo,Portal e App,Portal e App
cair que ir pago contar cair contar pago,Portal e App,Portal e App
aplicativo ar maquininha lento comparar concorrente cielo redar sumup moderninha unico atrativo ser taxar hoje dia concorrente,Portal e App,Portal e App
dar aplicativo funcionar direito,Portal e App,Portal e App
link pagamento produto,Portal e App,Portal e App
maravilhoso stone melhor ficar satisfazer vender link podesse adiantar adiantar vender online sumup noto stone,Portal e App,Portal e App
cartoes antecipar estao segurar,Portal e App,Portal e App
link vender distancia nicho taxar elo alto caso trabalhar pagseguro,Portal e App,Portal e App
conseguir entrar link,Portal e App,Portal e App
unico empresar antecipacao valorar pago link,Portal e App,Portal e App
atendimento regular,Portal e App,Portal e App
gostar stone achar pagamento fazer link deixar desejar ver vender vender conseguir achar extrato fazer vender encontrar extrato portal stone conseguir achar dever claro,Portal e App,Portal e App
deixar coisa desejar,Portal e App,Portal e App
entrar contato voce cadastrar link pagamento perder vender voce antecipacao link pagamento ir procurar empresar,Portal e App,Portal e App
antecipacao vender link,Portal e App,Portal e App
problema principalmente ver link,Portal e App,Portal e App
criar link receber pagamento infelizmente conseguir datar ir receber pagto opcao adiantamento recebimento,Portal e App,Portal e App
insatisfacao informacao passar referente antecipacao recebiveis,Portal e App,Portal e App
custar realizar vender distanciar,Portal e App,Portal e App
antecipacao link temho pagseguro realizar descontar vender ver link,Portal e App,Portal e App
precisar vender online conseguir,Portal e App,Portal e App
link pagamento cliente conseguir pagar,Portal e App,Portal e App
poder flexibilizar antecipacao vender link taxar disponibilizar inicialmente ficar fluxo caixa ter contratar emprestimo taxar alto compensar fluxo receber proposto taxar menor administrador banco inter noto flexibilidade,Portal e App,Portal e App
maquina rapidez processamento pra vender link ex antecipacao automatico vender vender link funcionar aguardar dia,Portal e App,Portal e App
antecipacao vender ver link,Portal e App,Portal e App
precisar ajudar,Portal e App,Portal e App
infelizmente tentar gerar link pagamento online funcionar obrigar formar parceria empresar,Portal e App,Portal e App
ater necessidade,Portal e App,Portal e App
comprar link parcelar antecipar,Portal e App,Portal e App
insatisfacao pagamento ver link entender dia pra receber trabalhar maquina tambem cair horar stone acontecer infelizmente link stone mandar,Portal e App,Portal e App
vender link recebido parcelar horrivel,Portal e App,Portal e App
vender link,Portal e App,Portal e App
dever flexivel desafiar enfrentar cliente antigo sabemdo historico cliente claro,Portal e App,Portal e App
contar stone porcaria,Portal e App,Portal e App
conseguir concretizar vender link pgto,Portal e App,Portal e App
apesar funcionar gap encontrar ofertar antecipacao link pagamento utilizacao maquininha real receber evitar utilizar exclusivamente stone dever fato,Portal e App,Portal e App
maquineta pagao link stone sor perder cliente estar perder vender,Portal e App,Portal e App
vender ver link avisar antecipacao lixar,Portal e App,Portal e App
antecipacao vender link horrivel,Portal e App,Portal e App
estar dificuldade link pagamento cartao voltar errar,Portal e App,Portal e App
trabalhar link pagamento varios maquina negar pagamento super indicar,Portal e App,Portal e App
indicar link pagamento pagar dia antecipar empresar opcao antecipar problema stone oportunidade antecipar parcelar vender link empresar pandemia dividir comprar 12x receber mes acreditar ninguem autonomos preciso dinheiro girar capital pequeno negociar,Portal e App,Portal e App
plataforma pagamento online nuvemshop,Portal e App,Portal e App
situacao global empresar virar fechar hoje facilidade vender online link pagamento sair comerciante esperar antecipacao vender online stone,Portal e App,Portal e App
unico problema link pagamento frequentemente negar vender cliente imediatamente enviar link empresar pagseguro wue aprovar cartao usar stone provar nao limitar cliente link,Portal e App,Portal e App
comedir relacionamento otimo stone durante negociacao atendentes solicito trabalhar oferecer taxar condicao vantajoso concorrente avisar durante negociacao percentual vender ver link principal fonte faturamento ficar reter titulo garantir impossibilitar gerar antecipacao existir operador cartao credito mercar volumar usar conseguir antecipar quase r$ empresar depender fluxo caixa manutencao comprar inviavel varios negociar sucesso hoje recomendar stone pra precisar antecipar recebiveis,Portal e App,Portal e App
vender online antecipacao perfazer,Portal e App,Portal e App
link pagamento cair total pagamento,Portal e App,Portal e App
conseguir antecipar link pagamento,Portal e App,Portal e App
atendimento melhorar link pagamento pagamento recorrente que,Portal e App,Portal e App
fato antecipar vender link atrapalhar,Portal e App,Portal e App
problema link cobranca,Portal e App,Portal e App
parcelamento link pagamento receber outro dia hahaha mercar pagar voar frente bjs bjs,Portal e App,Portal e App
fazer vender link ir receber dinheiro fevereiro avisar ficar ruin pra mim,Portal e App,Portal e App
mandar link cliente bandeiro aceito,Portal e App,Portal e App
pagamento realizar link mau receber parcelar,Portal e App,Portal e App
mau experiencia vender realizar link pagamento mau nao receber vender totalmente antecipacao,Portal e App,Portal e App
problema link,Portal e App,Portal e App
opcao link pagamento,Portal e App,Portal e App
vender link receber,Portal e App,Portal e App
parar antecipacao vender voce 12x voce receber pra mim compensar precisar dinheiro,Portal e App,Portal e App
antecipacao link conseguir,Portal e App,Portal e App
antecipacao vender on-line,Portal e App,Portal e App
trabalhar stone unico viavel decepcionar vender link pagamento pagamento hs pra total 24hs,Portal e App,Portal e App
link pagamento pra receber dia util,Portal e App,Portal e App
poder melhorar fazer antecipacao vender link,Portal e App,Portal e App
ta dar certar link pagamento antecipacao,Portal e App,Portal e App
stone semana link pagamento enviar link pagamento aprovar deles migrar voltar concorrente pagamento aprovar nenhum problema receber parcelar unico pagamento aprovar irar fechar contar,Portal e App,Portal e App
link pagamento muito dor cabeca dever praticar fazer recebimento problema entrar contato stone,Portal e App,Portal e App
siar 20/09/21 tentar gerar link pra cliente pagar nao conseguir pagamento link ja conteceu cliente edtava falar puvidoria deixar linha ligacao cair ninguem retornar ligacao atar nao splucai,Portal e App,Portal e App
usuario visualizar extrato bao gerar boleto,Portal e App,Portal e App
funcao pix poder funcionar,Portal e App,Portal e App
boletar que pagar pasaran simples nacional dinheiro voltar pra min,Portal e App,Portal e App
preciso cartao pre pagar,Portal e App,Portal e App
conseguir acessar pix,Portal e App,Portal e App
pagamento feito link receber dia sumup receber dia,Portal e App,Portal e App
dificuldade aceitar pix,Portal e App,Portal e App
gostar administrar contar stone resolver,Portal e App,Portal e App
pix complicar,Portal e App,Portal e App
preciso melhor,Portal e App,Portal e App
aplicativo ultimos dia lentar pagamento,Portal e App,Portal e App
cartao demorar chegar chegar,Portal e App,Portal e App
aplicativo,Portal e App,Portal e App
saber pix ir contar estonar nao gostar por que imail fase contar estar pix trancar contar nen acesso,Portal e App,Portal e App
precisar movimentar ver link precisar cair prox dia util,Portal e App,Portal e App
cobrar pix instituicao cobrar,Portal e App,Portal e App
problema transferencia banco credenciado,Portal e App,Portal e App
entender aplicativo dinheiro ver pix,Portal e App,Portal e App
link ter antecipacao,Portal e App,Portal e App
gostar atendimento vir enfrentar problema criacao link pagamento passar transacoes cliente travar horar apagar link criar expirar caso motivar aparentar outro problema cartao stone,Portal e App,Portal e App
resolver problema,Portal e App,Portal e App
ja poblema enviar pix saldar demorar atualizar,Portal e App,Portal e App
transferencia pix nao pego semana haver antecipacao,Portal e App,Portal e App
pix dever mostrar banco ir pix mostrar mostrar nome pessoa,Portal e App,Portal e App
atendimento pix ar realizar acabar devolver momento ar nao realizar pagamento nao pix informacoes sumir extrato,Portal e App,Portal e App
recebimento pix haver descontar bradesco descontar,Portal e App,Portal e App
pix funcionar,Portal e App,Portal e App
maquinar problema atendentes despreparados,Portal e App,Portal e App
conseguir enviar pagamento pix,Portal e App,Portal e App
faltar detalhe exemplo pix ficar abar historico causar precisar novamente,Portal e App,Portal e App
erro pix frequente ultimo tempo,Portal e App,Portal e App
muito instabilidade devolver pix dia que demorar pra liberar pra transferencia,Portal e App,Portal e App
conseguir cadastrar chave pix,Portal e App,Portal e App
impossibilidade cadastrar contato pix chave banco impossibilidade escolher e-mail cadastrar chave pix aceitar e-mail cadastrar banco deixar impossibilidade multiplo contar cnpj unico login ficar fazer login contar banco permitir,Portal e App,Portal e App
pix aparecer dar contar confirmacao favorecer apo conclusao verificar,Portal e App,Portal e App
facil mexer salvo pixote fazer anteriormente,Portal e App,Portal e App
poder melhorar aplicativo pix bono poder colocar diretamente chave transferencia ficar salvo,Portal e App,Portal e App
cartao funcionar funcao debito transferencia pix mostrar dar banco contar receber transferencia,Portal e App,Portal e App
enviar pix voltar existir nenhum alertar feedback ficar olhar extrato enviar transacao pix compartilhar comprovante versao web resumir enviar versao web concluir enviar visualizar banco receber pix contar poupanca comprovante informar pix destinar poupanca resumir versao web pix cpf vir formatado ex 999- facilitar confirmacao dar conseguir imprimir inteirar extrato pdf limitar paginar muito transacoes baixar extrato pdf clicar extrato versao web atualizado transacao extrato atualiza ficar opcao extrato funcionar,Portal e App,Portal e App
por que pix voltar trabalhar transacao alto,Portal e App,Portal e App
motivar atrasar pix atrasar recebimento,Portal e App,Portal e App
ola maquina recurso opiniao importante pix demorar compensar pagamento,Portal e App,Portal e App
simplesmente assistencia necessario contar pix maquina semana tentar,Portal e App,Portal e App
muito burocracia transferencia pix,Portal e App,Portal e App
aplicativo lentar,Portal e App,Portal e App
acessando,Portal e App,Portal e App
aplicativo viver problema,Portal e App,Portal e App
aplicativo ta dar bug,Portal e App,Portal e App
aplicativo ta horrivel,Portal e App,Portal e App
aplicativo ruim,Portal e App,Portal e App
aplicativo atrasar entrar site detalhe ficar dar errar celular testar celular diferente continuar mesmo,Portal e App,Portal e App
problema acesso portal stone iphone dia conseguir acessar contar stone iphone computador,Portal e App,Portal e App
demorar pra processar,Portal e App,Portal e App
portal funcionar contar ficar paralisar tempao,Portal e App,Portal e App
aplicativo demorar pra avrir,Portal e App,Portal e App
lixar completar aplicativo simplesmente entrar fazer poder imaginar lixar lixar lixar parabem completar incompetencia,Portal e App,Portal e App
portal usabilidade terrivel,Portal e App,Portal e App
ar lentar,Portal e App,Portal e App
horar redefinir senha,Portal e App,Portal e App
ruim acessar,Portal e App,Portal e App
conseguir acesso portal cliente,Portal e App,Portal e App
abrir aplicativo,Portal e App,Portal e App
instavel conseguir acessar,Portal e App,Portal e App
pesima conseguir abrir explicativo ficar so carregar,Portal e App,Portal e App
fato sair demorar voltar ter possibilidade acompanhar movimentacao,Portal e App,Portal e App
trabalhar reclamacao prestacao servico dar site demorar mostrar vender gente precisar consultar algum operacao conseguir imediato concorrente nsu controlo vender acessivel site acontecer entregador perder ticket acontecer varios ficar complicar maquina imprimir ultimo operacao realizar,Portal e App,Portal e App
horar funcionar,Portal e App,Portal e App
instabilidade portal contar taxar alto,Portal e App,Portal e App
mau maquina problema,Portal e App,Portal e App
aplicativo lentar,Portal e App,Portal e App
nap conseguir acessar,Portal e App,Portal e App
taxar bom aplicativo nao responder,Portal e App,Portal e App
aplicativo demorar carregar,Portal e App,Portal e App
travar frequencia hoje abrir portal direito,Portal e App,Portal e App
andar instavel,Portal e App,Portal e App
site horreivel travar,Portal e App,Portal e App
aplicativo ruim login quase,Portal e App,Portal e App
falho constante acesso portal contar,Portal e App,Portal e App
problema acessar portal contar stone migrar recebimento outro banco dia ficar conseguir efetuar vender periodo dia problema persistir voltar acontecer ir migrar adquirente,Portal e App,Portal e App
nao conseguir visualizar pagamento,Portal e App,Portal e App
dia funcionar direito,Portal e App,Portal e App
falho constante antecipacao recebiveis,Portal e App,Portal e App
voltar inicio login,Portal e App,Portal e App
decepcao,Portal e App,Portal e App
gostar aplicativo funcionar,Portal e App,Portal e App
dificuldade acesso portal aplicativo exterior,Portal e App,Portal e App
facil contato site nao funcionar filtrar resultar sair outro,Portal e App,Portal e App
dificuldade acessar portal stone,Portal e App,Portal e App
conseguir acessar portal,Portal e App,Portal e App
dia conseguir entrar aplicativo,Portal e App,Portal e App
aplicativo funcionar,Portal e App,Portal e App
ultimamente site ficar ar problema ultimar passar dia atrapalhar prejudicar pessoa to satisfeito stone contar stone site maquina haver problema,Portal e App,Portal e App
conseguir resolver coisa pedir aplicativo viver travar falar trancar outro demorar,Portal e App,Portal e App
transparencia vender facil acompanhamento taxar bom,Portal e App,Portal e App
problema aplicativo atualizar demorar carregar insatisfeito,Portal e App,Portal e App
cair aplicativo celular,Portal e App,Portal e App
aplicativo mau,Portal e App,Portal e App
atualizacao vender atualizando,Portal e App,Portal e App
acontecer travamento aplicativo semanalmente aguardar melhoria,Portal e App,Portal e App
precisar melhorar lento,Portal e App,Portal e App
instabilidade aplicativo preciso melhorar taxar,Portal e App,Portal e App
aplicativo forro ar,Portal e App,Portal e App
falho acesso antecipacao,Portal e App,Portal e App
portal stone problema abrir errar quase semana,Portal e App,Portal e App
aplicativo estar disponivel noto melhor,Portal e App,Portal e App
dia aplicativo voce acontecer frequencia,Portal e App,Portal e App
ruim aplicativo funcionar ir receber aparecer ficar dia aparecer,Portal e App,Portal e App
conseguir verificar vender conseguir vender,Portal e App,Portal e App
aplicativo funcionar ar,Portal e App,Portal e App
instabilidade aplicativo pedir login horar sair ar frequentemente consultoria campar melhor,Portal e App,Portal e App
problema visualizacao vender valorar receber,Portal e App,Portal e App
